"FOOD_CODE","CG_SUBGROUP","NUMBER"
"51127020","1C","1"
"51127020","20C","1"
"51127020","36","3"
"51127020","6","2"
"51127020","6C","1"
"51127020","O","1"
"51129010","13DF","1"
"51129010","15","2"
"51129010","20C","1"
"51129010","6","1"
"51129020","13DF","1"
"51129020","15","2"
"51129020","20C","1"
"51129020","6","1"
"51130510","15","2"
"51130510","1A","1"
"51130510","20C","1"
"51130510","36","3"
"51130510","6","1"
"51130510","O","1"
"51130520","15","2"
"51130520","1A","1"
"51130520","20C","1"
"51130520","36","3"
"51130520","6","1"
"51130520","O","1"
"51133010","15","3"
"51133010","20C","1"
"51133010","6","1"
"51133020","15","3"
"51133020","20C","1"
"51133020","6","1"
"51134000","15","2"
"51134000","1A","1"
"51134000","1CD","1"
"51134000","20A","1"
"51134000","20B","2"
"51134000","20C","1"
"51134000","6","1"
"51134000","70","1"
"51134000","86B","1"
"51134000","O","1"
"51135000","15","2"
"51135000","1AB","1"
"51135000","20C","1"
"51135000","36","3"
"51135000","3A","1"
"51135000","4A","1"
"51135000","6","2"
"51135000","8A","1"
"51135000","8B","1"
"51135010","15","2"
"51135010","1AB","1"
"51135010","20C","1"
"51135010","36","3"
"51135010","3A","1"
"51135010","4A","1"
"51135010","6","2"
"51135010","8A","1"
"51135010","8B","1"
"51140100","15","3"
"51140100","1A","2"
"51140100","20A","1"
"51140100","20B","2"
"51140100","20C","1"
"51140100","36","6"
"51140100","6","2"
"51140100","O","2"
"51150000","15","2"
"51150000","20C","1"
"51150000","36","3"
"51150000","6","1"
"51150100","15","2"
"51150100","20C","1"
"51150100","36","3"
"51150100","6","1"
"51151060","15","1"
"51151060","1A","1"
"51151060","20A","1"
"51151060","20C","1"
"51151060","36","3"
"51151060","6","1"
"51151060","70","1"
"51151060","O","1"
"51152000","15","2"
"51152000","20C","1"
"51152000","36","3"
"51152000","6","2"
"51152100","15","2"
"51152100","20C","1"
"51152100","36","3"
"51152100","6","2"
"51153000","15","1"
"51153000","1A","1"
"51153000","20C","1"
"51153000","6","1"
"51153000","O","1"
"51153010","15","1"
"51153010","1A","1"
"51153010","20C","1"
"51153010","6","1"
"51153010","O","1"
"51154550","15","1"
"51154550","1A","1"
"51154550","20C","1"
"51154550","6","1"
"51154550","70","1"
"51154550","O","1"
"51154600","15","4"
"51154600","20C","2"
"51154600","36","6"
"51154600","6","2"
"51155000","15","4"
"51155000","20C","1"
"51155000","6","1"
"51155010","15","3"
"51155010","20C","1"
"51155010","6","1"
"51156500","15","2"
"51156500","20C","1"
"51156500","36","3"
"51156500","3A","1"
"51156500","6","1"
"51157000","15","2"
"51157000","20C","1"
"51157000","36","3"
"51157000","6","1"
"51157010","15","2"
"51157010","20C","1"
"51157010","36","3"
"51157010","6","1"
"51158100","15","1"
"51158100","36","3"
"51159000","15","3"
"51159000","20C","1"
"51159000","6","1"
"51160000","13DF","1"
"51160000","15","1"
"51160000","19B","1"
"51160000","1A","2"
"51160000","20C","1"
"51160000","36","3"
"51160000","6","2"
"51160000","70","2"
"51160000","O","3"
"51160010","13DF","1"
"51160010","15","1"
"51160010","19B","1"
"51160010","1A","2"
"51160010","20C","1"
"51160010","36","3"
"51160010","6","2"
"51160010","70","2"
"51160010","O","3"
"51160100","13DF","1"
"51160100","15","1"
"51160100","19B","1"
"51160100","1A","2"
"51160100","20C","1"
"51160100","36","3"
"51160100","6","2"
"51160100","70","2"
"51160100","O","3"
"51160110","13DF","1"
"51160110","15","2"
"51160110","19B","2"
"51160110","1A","2"
"51160110","20A","1"
"51160110","20B","2"
"51160110","20C","1"
"51160110","36","3"
"51160110","6","2"
"51160110","70","2"
"51160110","O","3"
"51161000","11","1"
"51161000","13DF","1"
"51161000","15","1"
"51161000","19B","2"
"51161000","1A","2"
"51161000","1CD","1"
"51161000","20C","1"
"51161000","36","3"
"51161000","6","2"
"51161000","70","2"
"51161000","O","3"
"51161020","13DF","1"
"51161020","15","2"
"51161020","19B","2"
"51161020","1A","2"
"51161020","20A","1"
"51161020","20B","2"
"51161020","20C","1"
"51161020","36","3"
"51161020","6","2"
"51161020","70","2"
"51161020","O","3"
"51161030","11","1"
"51161030","15","3"
"51161030","19B","2"
"51161030","1A","1"
"51161030","1CD","1"
"51161030","20C","1"
"51161030","36","3"
"51161030","6","2"
"51161030","70","1"
"51161030","O","1"
"51161050","13DF","1"
"51161050","14","1"
"51161050","15","2"
"51161050","19B","2"
"51161050","1A","2"
"51161050","20A","1"
"51161050","20B","2"
"51161050","20C","1"
"51161050","36","3"
"51161050","6","2"
"51161050","70","2"
"51161050","O","3"
"51161070","11","1"
"51161070","13DF","1"
"51161070","15","2"
"51161070","1A","1"
"51161070","36","3"
"51161070","70","1"
"51161070","O","1"
"51161100","13DF","1"
"51161100","14","1"
"51161100","15","1"
"51161100","19B","1"
"51161100","1A","2"
"51161100","20C","1"
"51161100","36","3"
"51161100","6","2"
"51161100","70","2"
"51161100","O","3"
"51161150","13DF","1"
"51161150","14","1"
"51161150","15","2"
"51161150","19B","2"
"51161150","1A","2"
"51161150","20A","1"
"51161150","20B","2"
"51161150","20C","1"
"51161150","36","3"
"51161150","6","2"
"51161150","70","2"
"51161150","O","3"
"51161200","13DF","1"
"51161200","14","1"
"51161200","15","1"
"51161200","19B","1"
"51161200","1A","2"
"51161200","20C","1"
"51161200","36","3"
"51161200","6","2"
"51161200","70","2"
"51161200","O","3"
"51161250","15","1"
"51161250","1A","1"
"51161250","20C","1"
"51161250","6","1"
"51161250","70","1"
"51161250","O","1"
"51161260","15","2"
"51161260","19B","1"
"51161260","1A","1"
"51161260","20A","1"
"51161260","20B","2"
"51161260","20C","1"
"51161260","36","3"
"51161260","6","1"
"51161260","70","1"
"51161260","O","1"
"51161270","15","2"
"51161270","1A","1"
"51161270","20A","1"
"51161270","20B","2"
"51161270","20C","1"
"51161270","36","3"
"51161270","6","1"
"51161270","70","1"
"51161270","O","1"
"51161280","13DF","1"
"51161280","15","2"
"51161280","1A","1"
"51161280","20A","1"
"51161280","20B","2"
"51161280","20C","1"
"51161280","36","3"
"51161280","6","1"
"51161280","70","1"
"51161280","O","1"
"51165000","13DF","1"
"51165000","15","1"
"51165000","19B","1"
"51165000","1A","2"
"51165000","20C","1"
"51165000","36","3"
"51165000","6","2"
"51165000","70","2"
"51165000","O","3"
"51165060","14","1"
"51165060","15","1"
"51165060","19B","1"
"51165060","1A","1"
"51165060","20A","1"
"51165060","20C","1"
"51165060","36","3"
"51165060","6","1"
"51165060","70","1"
"51165060","86B","1"
"51165060","O","1"
"51165100","10B","1"
"51165100","13A","1"
"51165100","15","3"
"51165100","19B","2"
"51165100","1A","1"
"51165100","1CD","1"
"51165100","36","3"
"51165100","70","1"
"51165100","O","1"
"51166000","15","1"
"51166000","1A","1"
"51166000","36","3"
"51166000","70","2"
"51166000","O","1"
"51166100","15","2"
"51166100","1A","1"
"51166100","20A","1"
"51166100","20B","2"
"51166100","20C","1"
"51166100","36","3"
"51166100","6","1"
"51166100","70","2"
"51166100","O","1"
"51166200","15","1"
"51166200","1A","1"
"51166200","36","3"
"51166200","70","2"
"51166200","O","2"
"51166500","11","1"
"51166500","13DF","1"
"51166500","13G","1"
"51166500","14","1"
"51166500","15","1"
"51166500","19B","2"
"51166500","1A","1"
"51166500","36","3"
"51166500","70","2"
"51166500","O","1"
"51167000","10B","1"
"51167000","15","2"
"51167000","1A","1"
"51167000","20A","1"
"51167000","20B","2"
"51167000","20C","1"
"51167000","36","3"
"51167000","6","1"
"51167000","70","1"
"51167000","O","1"
"51168000","15","1"
"51168000","1A","1"
"51168000","23A","1"
"51168000","70","1"
"51168000","O","1"
"51180010","15","2"
"51180010","19B","2"
"51180010","1CD","1"
"51180010","20A","1"
"51180010","3A","1"
"51180020","15","2"
"51180020","19B","2"
"51180020","1CD","1"
"51180020","20A","1"
"51180020","3A","1"
"51180030","13DF","1"
"51180030","15","2"
"51180030","19B","1"
"51180030","1A","1"
"51180030","O","1"
"51180040","13DF","1"
"51180040","15","2"
"51180040","19B","1"
"51180040","1A","1"
"51180040","O","1"
"51180080","13B","1"
"51180080","15","1"
"51180080","1A","1"
"51180080","70","1"
"51180080","O","1"
"51180090","13B","1"
"51180090","15","1"
"51180090","1A","1"
"51180090","70","1"
"51180090","O","1"
"51182010","15","14"
"51182010","19A","12"
"51182010","19B","12"
"51182010","20A","2"
"51182010","20B","4"
"51182010","20C","6"
"51182010","31","2"
"51182010","34","4"
"51182010","36","18"
"51182010","40","12"
"51182010","6","12"
"51182010","86B","6"
"51182020","15","6"
"51182020","19A","4"
"51182020","19B","4"
"51182020","20A","2"
"51182020","20B","4"
"51182020","20C","2"
"51182020","36","6"
"51182020","40","4"
"51182020","6","4"
"51182020","70","2"
"51184000","15","2"
"51184000","20C","1"
"51184000","6","1"
"51184010","15","1"
"51184010","1A","1"
"51184010","20C","1"
"51184010","6","1"
"51184010","O","1"
"51184020","15","2"
"51184020","20C","1"
"51184020","6","1"
"51184030","15","2"
"51184030","1A","2"
"51184030","20C","2"
"51184030","36","6"
"51184030","3A","2"
"51184030","6","2"
"51184030","O","2"
"51184100","15","1"
"51184100","1A","1"
"51184100","20C","1"
"51184100","6","1"
"51184100","O","1"
"51185000","15","2"
"51185000","20C","1"
"51185000","36","3"
"51185000","6","2"
"51186010","15","2"
"51186010","20C","1"
"51186010","36","3"
"51186010","6","1"
"51186010","O","1"
"51186020","15","2"
"51186020","20C","1"
"51186020","36","3"
"51186020","6","1"
"51186020","O","1"
"51186100","13DF","1"
"51186100","15","2"
"51186100","19B","1"
"51186100","1A","1"
"51186100","20C","1"
"51186100","6","1"
"51186100","O","1"
"51186120","13DF","1"
"51186120","15","2"
"51186120","19B","1"
"51186120","1A","1"
"51186120","20C","1"
"51186120","6","1"
"51186120","O","1"
"51186160","13B","1"
"51186160","15","2"
"51186160","20C","1"
"51186160","36","3"
"51186160","6","1"
"51186160","O","1"
"51186180","13B","1"
"51186180","15","2"
"51186180","20C","1"
"51186180","36","3"
"51186180","6","1"
"51186180","O","1"
"51187000","15","2"
"51187000","6","1"
"51187020","15","3"
"51187020","19B","1"
"51187020","1A","1"
"51187020","36","3"
"51187020","6","1"
"51187020","O","1"
"51188100","10A","1"
"51188100","10B","1"
"51188100","13DF","1"
"51188100","15","3"
"51188100","1A","1"
"51188100","20A","1"
"51188100","20B","2"
"51188100","20C","1"
"51188100","36","3"
"51188100","6","1"
"51188100","70","1"
"51188100","O","1"
"51188500","15","3"
"51188500","19B","1"
"51188500","1A","1"
"51188500","36","3"
"51188500","6","1"
"51188500","O","1"
"51201010","15","3"
"51201010","20C","1"
"51201010","36","3"
"51201010","6","2"
"51201020","15","3"
"51201020","20C","1"
"51201020","36","3"
"51201020","6","2"
"51201060","15","1"
"51201060","1A","2"
"51201060","20A","1"
"51201060","20C","1"
"51201060","36","3"
"51201060","6","1"
"51201060","86B","1"
"51201060","O","2"
"51201070","15","1"
"51201070","1A","2"
"51201070","20A","1"
"51201070","20C","1"
"51201070","36","3"
"51201070","6","1"
"51201070","O","2"
"51201110","13DF","1"
"51201110","15","3"
"51201110","20C","1"
"51201110","36","3"
"51201110","6","2"
"51201120","13DF","1"
"51201120","15","3"
"51201120","20C","1"
"51201120","36","3"
"51201120","6","2"
"51201150","15","3"
"51201160","15","3"
"51202000","15","3"
"51202000","1A","1"
"51202000","20C","1"
"51202000","36","3"
"51202000","6","1"
"51202000","O","2"
"51202020","15","3"
"51202020","1A","1"
"51202020","20C","1"
"51202020","36","3"
"51202020","6","1"
"51202020","O","2"
"51202060","13DF","1"
"51202060","15","1"
"51202060","1A","1"
"51202060","20C","1"
"51202060","6","1"
"51202060","O","2"
"51204010","15","3"
"51204010","1A","1"
"51204010","20C","1"
"51204010","6","1"
"51204010","86B","1"
"51204010","O","3"
"51207010","15","4"
"51207010","20C","1"
"51207010","36","3"
"51207010","6","2"
"51207020","15","4"
"51207020","20C","1"
"51207020","36","3"
"51207020","6","2"
"51208000","15","2"
"51208010","15","2"
"51208100","13DF","1"
"51208100","15","2"
"51208110","13DF","1"
"51208110","15","2"
"51220000","15","1"
"51220000","1A","1"
"51220000","20C","1"
"51220000","36","3"
"51220000","6","1"
"51220000","O","1"
"51220010","15","1"
"51220010","1A","1"
"51220010","20C","1"
"51220010","36","3"
"51220010","6","1"
"51220010","O","1"
"51220030","15","1"
"51220030","1A","1"
"51220030","20A","1"
"51220030","20C","1"
"51220030","36","3"
"51220030","6","1"
"51220030","70","1"
"51220030","86B","1"
"51220030","O","1"
"51300050","15","3"
"51300050","20C","1"
"51300050","36","3"
"51300050","6","2"
"51300060","15","3"
"51300060","20C","1"
"51300060","36","3"
"51300060","6","2"
"51300110","15","4"
"51300110","20C","1"
"51300110","36","3"
"51300110","6","2"
"51300120","15","4"
"51300120","20C","1"
"51300120","36","3"
"51300120","6","2"
"51300140","15","2"
"51300140","1A","1"
"51300140","20C","1"
"51300140","6","1"
"51300140","86B","1"
"51300140","O","1"
"51300150","15","2"
"51300150","1A","1"
"51300150","20C","1"
"51300150","6","1"
"51300150","86B","1"
"51300150","O","1"
"51300180","14","1"
"51300180","15","6"
"51300180","86B","2"
"51300210","13DF","1"
"51300210","15","4"
"51300210","20C","1"
"51300210","36","3"
"51300210","6","2"
"51300220","13DF","1"
"51300220","15","4"
"51300220","20C","1"
"51300220","36","3"
"51300220","6","2"
"51300610","15","2"
"51300610","1A","1"
"51300610","20C","1"
"51300610","6","1"
"51300610","86B","1"
"51300610","O","1"
"51300620","15","2"
"51300620","1A","1"
"51300620","20C","1"
"51300620","6","1"
"51300620","86B","1"
"51300620","O","1"
"51301010","15","4"
"51301010","20C","1"
"51301010","36","3"
"51301010","6","2"
"51301020","15","4"
"51301020","20C","1"
"51301020","36","3"
"51301020","6","2"
"51301040","15","2"
"51301040","1A","2"
"51301040","20A","1"
"51301040","20C","1"
"51301040","36","3"
"51301040","6","1"
"51301040","86B","1"
"51301040","O","2"
"51301050","15","2"
"51301050","1A","2"
"51301050","20A","1"
"51301050","20C","1"
"51301050","36","3"
"51301050","6","1"
"51301050","86B","1"
"51301050","O","2"
"51301120","13DF","1"
"51301120","15","4"
"51301120","20C","1"
"51301120","36","3"
"51301120","6","2"
"51301130","13DF","1"
"51301130","15","4"
"51301130","20C","1"
"51301130","36","3"
"51301130","6","2"
"51301510","15","3"
"51301510","36","3"
"51301520","15","3"
"51301520","36","3"
"51301540","15","2"
"51301540","1A","1"
"51301540","20A","1"
"51301540","20C","1"
"51301540","36","3"
"51301540","6","1"
"51301540","86B","1"
"51301540","O","1"
"51301550","15","2"
"51301550","1A","1"
"51301550","20A","1"
"51301550","20C","1"
"51301550","36","3"
"51301550","6","1"
"51301550","86B","1"
"51301550","O","1"
"51301600","15","2"
"51301610","15","2"
"51301620","15","2"
"51301630","15","2"
"51301700","15","3"
"51301710","15","3"
"51301750","15","3"
"51301760","15","3"
"51301800","13DF","1"
"51301800","15","3"
"51301810","13DF","1"
"51301810","15","3"
"51301820","11","1"
"51301820","13DF","1"
"51301820","14","1"
"51301820","15","3"
"51301820","23C","1"
"51301830","11","1"
"51301830","13DF","1"
"51301830","14","1"
"51301830","15","3"
"51301830","23C","1"
"51301900","15","4"
"51302010","15","3"
"51302010","1A","1"
"51302010","20C","1"
"51302010","6","1"
"51302010","O","3"
"51302020","15","3"
"51302020","1A","1"
"51302020","20C","1"
"51302020","6","1"
"51302020","O","3"
"51302050","13DF","1"
"51302050","15","3"
"51302050","1A","1"
"51302050","20C","1"
"51302050","6","1"
"51302050","O","3"
"51302060","13DF","1"
"51302060","15","3"
"51302060","1A","1"
"51302060","20C","1"
"51302060","6","1"
"51302060","O","3"
"51302500","12C","1"
"51302500","15","3"
"51302500","1A","1"
"51302500","20C","1"
"51302500","23B","1"
"51302500","6","1"
"51302500","O","2"
"51302510","12C","1"
"51302510","15","3"
"51302510","1A","1"
"51302510","20C","1"
"51302510","23B","1"
"51302510","6","1"
"51302510","O","2"
"51302520","13DF","1"
"51302520","15","2"
"51302520","1A","1"
"51302520","20A","1"
"51302520","6","1"
"51302520","86B","1"
"51302520","O","2"
"51303010","15","4"
"51303010","20C","1"
"51303010","6","1"
"51303010","O","2"
"51303020","15","4"
"51303020","20C","1"
"51303020","6","1"
"51303020","O","2"
"51303030","15","2"
"51303030","20C","1"
"51303030","36","3"
"51303030","6","1"
"51303030","O","1"
"51303040","15","4"
"51303040","20C","1"
"51303040","6","1"
"51303040","O","2"
"51303050","13DF","1"
"51303050","15","2"
"51303050","19B","1"
"51303050","1A","1"
"51303050","20C","1"
"51303050","6","1"
"51303050","O","1"
"51303060","13DF","1"
"51303060","15","2"
"51303060","1A","1"
"51303060","20C","1"
"51303060","6","1"
"51303060","O","2"
"51303070","13DF","1"
"51303070","15","2"
"51303070","19B","1"
"51303070","1A","1"
"51303070","20C","1"
"51303070","6","1"
"51303070","O","1"
"51303080","13DF","1"
"51303080","15","2"
"51303080","1A","1"
"51303080","20C","1"
"51303080","6","1"
"51303080","O","2"
"51306000","15","2"
"51306000","1A","1"
"51306000","20A","1"
"51306000","20C","1"
"51306000","6","1"
"51306000","O","1"
"51320010","15","2"
"51320010","1A","1"
"51320010","20C","1"
"51320010","6","1"
"51320010","O","1"
"51320020","15","2"
"51320020","1A","1"
"51320020","20C","1"
"51320020","6","1"
"51320020","O","1"
"51320040","15","2"
"51320040","1A","1"
"51320040","20A","1"
"51320040","20C","1"
"51320040","36","3"
"51320040","6","1"
"51320040","70","1"
"51320040","86B","1"
"51320040","O","1"
"51320500","15","2"
"51320500","1A","1"
"51320500","20C","1"
"51320500","6","1"
"51320500","O","1"
"51320510","15","2"
"51320510","1A","1"
"51320510","20C","1"
"51320510","6","1"
"51320510","O","1"
"51320530","15","2"
"51320530","1A","1"
"51320530","20A","1"
"51320530","20C","1"
"51320530","36","3"
"51320530","6","1"
"51320530","70","1"
"51320530","O","1"
"51320540","15","2"
"51320540","1A","1"
"51320540","20A","1"
"51320540","20C","1"
"51320540","36","3"
"51320540","6","1"
"51320540","70","1"
"51320540","O","1"
"51401010","15","3"
"51401010","19B","1"
"51401010","20C","1"
"51401010","6","1"
"51401020","15","3"
"51401020","19B","1"
"51401020","20C","1"
"51401020","6","1"
"51401030","15","4"
"51401030","19B","1"
"51401030","20C","1"
"51401030","6","1"
"51401040","15","4"
"51401040","19B","1"
"51401040","20C","1"
"51401040","6","1"
"51401060","15","4"
"51401060","19B","1"
"51401060","1C","1"
"51401060","36","3"
"51401060","6","1"
"51401070","15","4"
"51401070","19B","1"
"51401070","1C","1"
"51401070","36","3"
"51401070","6","1"
"51404010","15","4"
"51404010","20C","1"
"51404010","6","1"
"51404020","15","4"
"51404020","20C","1"
"51404020","6","1"
"51404500","15","3"
"51404500","19B","1"
"51404510","15","3"
"51404510","19B","1"
"51404550","15","3"
"51404550","1A","1"
"51404550","20A","1"
"51404550","6","1"
"51404550","86B","1"
"51404550","O","2"
"51407010","15","4"
"51407010","20C","1"
"51407010","6","1"
"51407020","15","4"
"51407020","20C","1"
"51407020","6","1"
"51420000","15","4"
"51420000","19B","2"
"51420000","20C","1"
"51420000","4A","1"
"51420000","6","1"
"51421000","15","3"
"51421000","20C","1"
"51421000","6","1"
"51421100","15","3"
"51421100","20C","1"
"51421100","6","1"
"51501010","15","2"
"51501010","1A","1"
"51501010","20C","1"
"51501010","36","3"
"51501010","6","1"
"51501010","O","1"
"51501020","15","2"
"51501020","1A","1"
"51501020","20C","1"
"51501020","36","3"
"51501020","6","1"
"51501020","O","1"
"51501040","15","3"
"51501040","1A","1"
"51501040","20C","1"
"51501040","6","1"
"51501040","O","2"
"51501050","15","3"
"51501050","1A","1"
"51501050","20C","1"
"51501050","6","1"
"51501050","O","2"
"51501060","15","3"
"51501060","1A","1"
"51501060","20C","1"
"51501060","6","2"
"51501060","O","1"
"51501070","15","3"
"51501070","1A","1"
"51501070","20C","1"
"51501070","6","2"
"51501070","O","1"
"51501080","15","3"
"51501080","1A","1"
"51501080","O","1"
"51501090","15","3"
"51501090","1A","1"
"51501090","O","1"
"51502010","15","2"
"51502010","1A","1"
"51502010","20C","1"
"51502010","36","3"
"51502010","6","1"
"51502010","70","1"
"51502010","O","1"
"51502100","15","3"
"51502100","20C","1"
"51502100","36","3"
"51502100","6","1"
"51503000","15","2"
"51503000","1A","1"
"51503000","20C","1"
"51503000","6","1"
"51503000","O","2"
"51503010","15","2"
"51503010","1A","1"
"51503010","20C","1"
"51503010","6","1"
"51503010","O","2"
"51601010","15","5"
"51601010","20C","1"
"51601010","36","3"
"51601010","6","2"
"51601020","15","5"
"51601020","20C","1"
"51601020","36","3"
"51601020","6","2"
"51601210","13DF","1"
"51601210","15","3"
"51601210","1A","1"
"51601210","20C","1"
"51601210","6","2"
"51601210","O","1"
"51601220","13DF","1"
"51601220","15","3"
"51601220","1A","1"
"51601220","20C","1"
"51601220","6","2"
"51601220","O","1"
"51602010","15","4"
"51602010","36","3"
"51602010","6","1"
"51602020","15","4"
"51602020","36","3"
"51602020","6","1"
"51620000","15","5"
"51620000","20C","1"
"51620000","36","3"
"51620000","6","2"
"51620010","15","5"
"51620010","20C","1"
"51620010","36","3"
"51620010","6","2"
"51630000","15","4"
"51630000","6","1"
"51630010","15","4"
"51630010","6","1"
"51630100","13DF","1"
"51630100","15","4"
"51630100","6","1"
"51630110","13DF","1"
"51630110","15","4"
"51630110","6","1"
"51630200","14","1"
"51630200","15","3"
"51630200","1A","1"
"51630200","20C","1"
"51630200","6","1"
"51630200","O","2"
"51630210","14","1"
"51630210","15","3"
"51630210","1A","1"
"51630210","20C","1"
"51630210","6","1"
"51630210","O","2"
"51801010","15","3"
"51801010","1A","1"
"51801010","20C","1"
"51801010","36","3"
"51801010","6","1"
"51801010","O","1"
"51802010","15","3"
"51802010","19B","1"
"51802010","20C","1"
"51802010","36","3"
"51802010","6","2"
"51804010","15","2"
"51804010","1A","2"
"51804010","20A","1"
"51804010","20C","1"
"51804010","36","6"
"51804010","6","4"
"51804010","86B","2"
"51804010","O","2"
"51804020","15","1"
"51804020","1A","1"
"51804020","20C","1"
"51804020","36","3"
"51804020","6","2"
"51804020","86B","1"
"51804020","O","1"
"51805010","15","1"
"51805010","1A","1"
"51805010","20B","1"
"51805010","20C","1"
"51805010","36","3"
"51805010","6","1"
"51805010","O","1"
"51805020","15","1"
"51805020","20B","1"
"51805020","20C","1"
"51805020","36","3"
"51805020","6","1"
"51805020","O","1"
"51806010","15","5"
"51806010","1A","1"
"51806010","20C","1"
"51806010","6","1"
"51806010","O","2"
"51806020","15","5"
"51806020","1A","1"
"51806020","20C","1"
"51806020","6","1"
"51806020","O","2"
"51807000","15","1"
"51808000","15","5"
"51808000","1A","1"
"51808000","20C","1"
"51808000","6","1"
"51808000","86B","1"
"51808000","O","2"
"51808010","15","5"
"51808010","1A","1"
"51808010","20C","1"
"51808010","6","1"
"51808010","86B","1"
"51808010","O","2"
"52101000","15","3"
"52101000","1A","1"
"52101000","20A","1"
"52101000","20C","1"
"52101000","36","3"
"52101000","6","1"
"52101000","O","1"
"52101030","15","10"
"52101030","20A","2"
"52101030","20B","2"
"52101030","20C","3"
"52101030","34","1"
"52101030","6","3"
"52101040","15","1"
"52101040","86B","1"
"52101040","O","1"
"52101050","15","1"
"52101050","86B","1"
"52101050","O","1"
"52101100","15","1"
"52101100","20C","1"
"52101100","36","3"
"52101100","6","1"
"52101150","15","3"
"52101150","20C","1"
"52101150","6","1"
"52102040","15","2"
"52102040","1A","1"
"52102040","20C","1"
"52102040","6","1"
"52102040","O","1"
"52103000","15","2"
"52103000","20C","1"
"52103000","36","3"
"52103000","6","1"
"52104010","15","1"
"52104010","20A","1"
"52104010","36","3"
"52104010","6","1"
"52104040","15","1"
"52104040","20C","1"
"52104040","36","3"
"52104040","6","1"
"52104100","15","1"
"52104100","20C","1"
"52104100","36","3"
"52104100","6","1"
"52104200","13DF","1"
"52104200","15","1"
"52104200","19B","1"
"52104200","1A","1"
"52104200","20C","1"
"52104200","36","3"
"52104200","6","1"
"52104200","O","1"
"52105100","15","2"
"52105100","1A","1"
"52105100","20A","1"
"52105100","20B","2"
"52105100","20C","1"
"52105100","36","3"
"52105100","6","1"
"52105100","70","1"
"52105100","O","1"
"52105110","15","2"
"52105110","1A","1"
"52105110","20A","1"
"52105110","20B","2"
"52105110","20C","1"
"52105110","36","3"
"52105110","6","1"
"52105110","70","1"
"52105110","O","1"
"52105200","13DF","1"
"52105200","15","2"
"52105200","1A","1"
"52105200","20A","1"
"52105200","20B","2"
"52105200","20C","1"
"52105200","36","3"
"52105200","6","1"
"52105200","70","1"
"52105200","O","1"
"52201000","15","4"
"52201000","1A","2"
"52201000","20C","2"
"52201000","36","6"
"52201000","6","2"
"52201000","70","2"
"52201000","O","2"
"52202060","15","7"
"52202060","1A","3"
"52202060","20A","2"
"52202060","20B","2"
"52202060","20C","1"
"52202060","36","9"
"52202060","6","1"
"52202060","70","3"
"52202060","O","3"
"52204000","15","4"
"52204000","19A","2"
"52204000","19B","2"
"52204000","20A","1"
"52204000","20B","2"
"52204000","20C","1"
"52204000","36","3"
"52204000","40","2"
"52204000","6","1"
"52206010","15","3"
"52206010","20A","1"
"52206010","20C","1"
"52206010","36","3"
"52206010","6","2"
"52206010","70","1"
"52206020","15","3"
"52206020","20A","1"
"52206020","20C","1"
"52206020","36","3"
"52206020","6","2"
"52206020","70","1"
"52206060","15","3"
"52206060","1A","1"
"52206060","20A","1"
"52206060","20B","2"
"52206060","20C","1"
"52206060","36","3"
"52206060","6","1"
"52206060","70","1"
"52206060","O","1"
"52207010","15","2"
"52207010","1A","2"
"52207010","6","2"
"52207010","86B","2"
"52207010","O","2"
"52208010","15","2"
"52208010","20A","1"
"52208010","20B","2"
"52208010","20C","1"
"52208010","6","1"
"52208010","86B","1"
"52208750","15","1"
"52208750","86B","1"
"52208760","15","2"
"52208760","20A","2"
"52208760","20B","2"
"52208760","20C","1"
"52208760","23A","1"
"52208760","6","1"
"52208760","86B","1"
"52208760","O","1"
"52209010","15","3"
"52209010","20A","1"
"52209010","20B","2"
"52209010","20C","1"
"52209010","36","3"
"52209010","6","1"
"52209010","70","1"
"52209010","86B","1"
"52213010","15","2"
"52213010","20A","1"
"52213010","20B","2"
"52213010","20C","1"
"52213010","36","3"
"52213010","6","1"
"52213010","70","1"
"52215000","15","3"
"52215000","20A","1"
"52215000","20B","2"
"52215000","20C","1"
"52215000","6","1"
"52215100","15","1"
"52215200","15","2"
"52215200","20A","1"
"52215200","20B","2"
"52215200","20C","1"
"52215200","6","1"
"52215260","15","1"
"52215300","15","2"
"52215300","20A","1"
"52215300","20B","2"
"52215300","20C","1"
"52215300","6","1"
"52215350","15","2"
"52215350","20A","1"
"52215350","20B","2"
"52215350","20C","1"
"52215350","6","1"
"52220110","14","2"
"52220110","15","3"
"52220110","20A","1"
"52220110","20C","1"
"52220110","36","3"
"52220110","6","2"
"52220110","70","1"
"52301000","11","1"
"52301000","13B","1"
"52301000","13DF","1"
"52301000","15","8"
"52301000","19B","2"
"52301000","1A","2"
"52301000","1CD","1"
"52301000","20A","1"
"52301000","20C","1"
"52301000","36","3"
"52301000","6","2"
"52301000","70","2"
"52301000","O","2"
"52302010","11","1"
"52302010","12B","1"
"52302010","13B","1"
"52302010","13DF","1"
"52302010","13GH","1"
"52302010","14","1"
"52302010","15","2"
"52302010","19B","2"
"52302010","1A","1"
"52302010","1CD","1"
"52302010","20A","1"
"52302010","20C","1"
"52302010","24B","1"
"52302010","36","3"
"52302010","6","1"
"52302010","70","1"
"52302010","O","1"
"52302020","13B","1"
"52302020","15","2"
"52302020","1A","1"
"52302020","20A","1"
"52302020","20C","1"
"52302020","36","3"
"52302020","6","1"
"52302020","70","1"
