"MEDICAMENTOA","MEDICAMENTOB","WEIGHT"
"447","559","1"
"181","7101","1"
"414","1590","1"
"430","1095","4"
"1622","24630","1"
"261","558","1"
"77","1745","1"
"190","2868","1"
"447","558","1"
"65","2825","2"
"26","1536","1"
"430","1103","1"
"364","3150","1"
"422","1353","1"
"430","1106","4"
"94","1932","1"
"267","4450","1"
"449","520","1"
"76","12084","1"
"430","646","1"
"146","2656","1"
"408","1795","1"
"2455","3875","1"
"4513","5614","1"
"430","1116","1"
"430","1117","1"
"447","590","1"
"66","9322","1"
"451","469","9"
"85","491","1"
"431","1091","1"
"425","1278","1"
"69","687","2"
"129","586","1"
"133","180","3"
"94","5327","1"
"262","450","1"
"418","1501","1"
"364","3176","1"
"294","5319","1"
"77","447","1"
"126","687","1"
"5926","25826","1"
"452","453","1"
"376","2810","1"
"90","799","1"
"376","2812","1"
"357","399","1"
"63","889","1"
"136","10255","1"
"131","10411","1"
"76","2801","1"
"66","2698","1"
"430","1145","2"
"444","712","1"
"140","267","2"
"211","7934","1"
"85","216","2"
"125","1694","1"
"2317","8190","1"
"294","5368","1"
"28","85","1"
"43","590","2"
"262","6363","1"
"421","1435","1"
"31","13526","1"
"399","2119","1"
"154","262","2"
"447","630","2"
"276","5935","1"
"1956","18402","1"
"63","294","1"
"12","1719","1"
"264","2825","1"
"261","6405","1"
"131","8666","1"
"1969","8410","1"
"430","1169","1"
"31","8979","1"
"412","1729","4"
"431","1141","2"
"94","1719","1"
"248","261","1"
"125","190","1"
"2264","9858","1"
"2260","9982","1"
"133","3125","1"
"144","4050","1"
"444","746","3"
"235","7225","3"
"235","7226","2"
"89","8979","1"
"415","1649","4"
"60","720","2"
"180","421","1"
"82","650","1"
"401","2087","1"
"98","11480","1"
"145","2150","1"
"80","413","1"
"420","1502","1"
"147","921","1"
"82","2666","1"
"249","5266","1"
"125","921","1"
"428","1259","1"
"425","1353","1"
"383","2656","1"
"65","12515","1"
"267","6254","1"
"60","1794","2"
"225","772","1"
"176","563","1"
"254","556","1"
"392","1604","2"
"94","147","3"
"77","8323","2"
"401","2108","1"
"367","3058","1"
"401","1990","2"
"60","1054","3"
"430","1158","2"
"349","3725","18"
"447","687","1"
"383","2673","1"
"422","1464","1"
"449","628","1"
"65","131","5"
"119","1408","1"
"367","3174","3"
"248","6863","2"
"414","1719","1"
"3792","16293","1"
"133","421","1"
"452","544","2"
"80","601","1"
"7997","18355","1"
"125","3058","1"
"2416","5200","1"
"2238","10718","1"
"76","881","1"
"414","1729","1"
"40","13324","1"
"40","13325","1"
"40","13326","1"
"408","1919","2"
"216","491","1"
"366","3223","1"
"449","650","1"
"366","3225","1"
"366","3226","1"
"249","6833","1"
"174","402","1"
"131","218","2"
"59","10917","1"
"447","720","1"
"449","659","1"
"216","7882","1"
"31","89","2"
"430","1251","2"
"449","662","1"
"77","720","1"
"43","2666","2"
"357","1240","1"
"218","447","1"
"133","1419","1"
"421","1536","1"
"14","3570","1"
"126","1231","1"
"162","1694","1"
"335","1792","1"
"26","421","1"
"335","4209","1"
"434","1141","1"
"94","357","1"
"20","447","1"
"325","4523","2"
"312","556","1"
"119","10911","1"
"417","1674","1"
"367","3225","1"
"2119","14447","3"
"444","840","1"
"449","685","1"
"449","687","2"
"449","688","1"
"376","2952","1"
"144","415","1"
"317","4783","1"
"242","7109","1"
"449","693","1"
"51","1251","1"
"143","10181","1"
"172","372","3"
"133","482","1"
"5614","24630","1"
"131","261","1"
"140","2278","4"
"2","14558","1"
"452","609","1"
"94","2392","1"
"431","1262","1"
"430","1294","1"
"13","692","1"
"451","617","1"
"248","5228","1"
"14","5149","1"
"434","1175","1"
"449","711","1"
"120","10911","1"
"418","1674","1"
"452","620","1"
"176","9177","1"
"430","1305","1"
"131","2825","1"
"5926","25828","1"
"176","9176","1"
"284","5835","1"
"431","1278","1"
"418","1683","1"
"375","3016","1"
"261","447","1"
"125","758","1"
"425","1464","1"
"5765","25518","1"
"9799","25517","2"
"4125","6064","1"
"126","447","1"
"7866","22217","1"
"155","2825","1"
"418","1694","1"
"453","609","3"
"27","13817","1"
"27","13818","1"
"375","3031","1"
"372","3125","2"
"267","6381","1"
"27","13819","1"
"2479","3344","1"
"399","2286","1"
"119","242","1"
"399","2288","1"
"413","1861","1"
"414","1831","1"
"243","7127","1"
"126","2760","2"
"242","7166","2"
"267","6392","1"
"449","751","1"
"253","6827","2"
"449","753","2"
"134","2391","2"
"80","12173","1"
"1321","25730","1"
"69","447","1"
"59","602","1"
"372","3146","3"
"147","942","1"
"63","1251","1"
"2391","6096","1"
"82","205","1"
"430","1353","1"
"85","573","1"
"143","799","1"
"449","767","1"
"94","4513","1"
"156","2949","1"
"4555","4556","1"
"126","1054","1"
"430","1361","1"
"218","7933","1"
"408","2044","1"
"65","2949","1"
"414","1861","1"
"449","777","1"
"372","3165","1"
"6059","23474","1"
"218","7938","1"
"94","158","1"
"2249","2390","1"
"449","783","1"
"360","617","2"
"69","630","2"
"357","1622","1"
"60","126","2"
"119","11018","1"
"65","447","1"
"68","2016","1"
"389","2651","1"
"267","6434","1"
"119","870","1"
"144","10249","1"
"144","10250","1"
"144","10251","1"
"144","10252","1"
"144","10253","1"
"144","10254","1"
"144","10255","1"
"399","2351","1"
"452","706","1"
"262","3750","1"
"317","4890","1"
"3848","25518","2"
"317","4898","1"
"76","124","1"
"141","10356","1"
"119","11024","1"
"1990","14204","1"
"181","9119","1"
"40","13490","1"
"193","493","2"
"367","430","1"
"218","2825","2"
"327","4598","1"
"323","4723","1"
"262","2150","1"
"248","264","1"
"427","1502","1"
"3733","25903","1"
"43","205","2"
"24806","24807","1"
"26867","27048","1"
"94","5614","1"
"24806","24810","1"
"2150","8781","1"
"80","8781","1"
"76","4642","1"
"453","706","1"
"69","1880","1"
"155","493","1"
"413","1949","1"
"431","1391","1"
"18318","24630","1"
"125","3620","1"
"294","889","1"
"77","894","2"
"131","401","1"
"2067","16028","1"
"131","2949","1"
"399","2392","1"
"248","3588","1"
"123","3929","1"
"444","1000","2"
"251","1419","2"
"69","692","4"
"126","2083","1"
"2059","16475","1"
"155","9964","1"
"444","1006","12"
"123","373","1"
"218","264","1"
"178","870","1"
"94","1129","1"
"147","10217","1"
"82","12234","1"
"82","12235","1"
"31","13817","1"
"82","12237","1"
"449","861","2"
"82","12238","1"
"31","13818","1"
"405","2228","1"
"449","865","1"
"419","1795","1"
"414","1949","1"
"428","1519","1"
"413","1982","1"
"125","10911","1"
"31","13819","1"
"404","2267","1"
"2267","10051","1"
"109","11413","1"
"2267","10053","1"
"412","2022","1"
"373","3233","1"
"51","2631","5"
"372","3263","1"
"52","467","2"
"131","10718","1"
"123","692","3"
"159","4923","1"
"2150","7911","1"
"415","1939","1"
"367","3428","1"
"23","5578","1"
"434","1353","1"
"1622","19036","1"
"449","890","1"
"372","3278","1"
"9799","25519","1"
"14204","25490","1"
"123","415","1"
"52","5327","1"
"2288","9423","1"
"216","860","1"
"2054","4898","1"
"89","124","1"
"283","6046","1"
"65","12790","1"
"123","11008","1"
"4327","7101","1"
"30","13893","1"
"373","3261","1"
"143","801","1"
"444","1062","1"
"2465","3948","1"
"262","601","1"
"131","1990","2"
"156","264","1"
"2468","3859","1"
"76","6590","2"
"414","1999","1"
"431","1472","1"
"4457","7739","2"
"26","335","1"
"399","2468","1"
"1622","22217","1"
"401","2408","1"
"449","921","1"
"462","519","1"
"145","894","1"
"76","2334","1"
"448","605","6"
"399","646","1"
"82","979","1"
"170","9577","1"
"367","3470","2"
"94","154","1"
"80","894","1"
"119","1292","3"
"2351","7507","1"
"2351","7508","1"
"364","3570","1"
"77","687","1"
"134","262","2"
"366","3511","2"
"431","1497","1"
"83","1260","1"
"404","2336","2"
"119","146","1"
"2276","6187","1"
"163","9744","1"
"123","1321","1"
"119","150","2"
"367","563","1"
"2264","10219","1"
"60","447","2"
"159","349","1"
"140","1619","7"
"76","12515","1"
"4523","4603","2"
"51","889","1"
"367","3146","1"
"144","10411","1"
"444","1112","3"
"335","1791","1"
"124","881","1"
"235","7594","1"
"144","2666","1"
"447","1024","1"
"422","1800","1"
"12753","12755","1"
"12753","12754","1"
"158","671","4"
"129","10884","1"
"422","1805","1"
"367","3511","1"
"143","586","1"
"461","599","1"
"444","1127","2"
"262","992","1"
"216","447","1"
"425","1719","1"
"66","129","1"
"462","559","1"
"3523","25730","1"
"216","2949","1"
"453","856","1"
"119","4425","1"
"94","511","2"
"77","12515","1"
"413","2099","1"
"4125","10841","6"
"464","521","1"
"449","987","1"
"462","557","1"
"187","6765","1"
"60","3733","1"
"261","264","1"
"447","1054","1"
"80","12432","1"
"282","6171","1"
"80","12434","1"
"248","2949","1"
"80","12433","1"
"399","2547","3"
"434","1464","1"
"12754","12755","1"
"191","2329","2"
"449","1002","1"
"414","2087","1"
"77","601","2"
"1719","16293","1"
"1378","26115","1"
"2489","3293","1"
"82","450","1"
"399","2559","1"
"450","979","1"
"3750","24081","2"
"349","2984","1"
"43","69","2"
"187","2466","1"
"159","2984","1"
"13","2597","1"
"69","77","1"
"31","2801","1"
"335","3733","1"
"77","462","1"
"335","4555","1"
"335","4556","1"
"462","620","1"
"94","2984","1"
"69","559","2"
"20947","20948","1"
"146","4425","1"
"81","346","1"
"131","447","1"
"367","646","1"
"462","628","1"
"461","659","1"
"253","7109","1"
"462","630","2"
"156","248","1"
"176","3058","1"
"2147","2760","4"
"444","1193","1"
"264","558","1"
"119","8110","1"
"172","4272","1"
"6384","13665","1"
"174","9568","3"
"174","9569","3"
"174","9570","3"
"6384","13666","2"
"144","10502","1"
"452","952","1"
"349","4146","1"
"346","4240","1"
"449","1051","1"
"253","7122","2"
"140","2631","2"
"6384","13667","2"
"467","497","1"
"408","2327","2"
"399","2607","1"
"364","3690","1"
"262","2391","2"
"3570","25228","2"
"425","1805","1"
"462","659","1"
"378","3263","1"
"64","1674","1"
"159","2054","1"
"2278","4125","5"
"449","1046","1"
"155","312","1"
"3792","18355","1"
"80","8323","1"
"80","264","1"
"431","1630","1"
"404","2468","1"
"99","4421","1"
"216","1158","1"
"453","952","2"
"428","1728","1"
"84","147","1"
"253","1269","1"
"372","3467","1"
"139","2176","1"
"2054","12768","1"
"2150","8323","1"
"372","3471","1"
"430","1674","2"
"5765","25517","2"
"418","2048","1"
"133","10884","1"
"80","3750","1"
"462","687","1"
"469","471","2"
"125","6765","2"
"146","5926","1"
"6384","13717","1"
"372","3482","1"
"469","476","2"
"134","992","1"
"418","2059","1"
"66","3792","1"
"248","1660","1"
"6381","13817","1"
"6381","13818","1"
"6381","13819","1"
"125","563","1"
"44","940","1"
"422","1943","1"
"323","5013","1"
"14218","25518","1"
"31","3482","1"
"349","1129","1"
"134","145","1"
"145","3750","1"
"155","216","3"
"69","491","1"
"469","495","2"
"399","2666","1"
"20","14416","1"
"462","712","1"
"468","530","1"
"335","4654","1"
"76","12684","1"
"413","2238","2"
"461","751","1"
"462","721","2"
"417","2117","2"
"412","2273","1"
"2273","10119","1"
"317","5219","1"
"263","6894","1"
"464","659","1"
"467","563","2"
"421","2000","1"
"418","2093","1"
"216","8347","1"
"59","2494","1"
"324","5011","1"
"4","1729","1"
"444","1293","1"
"449","1138","1"
"143","186","2"
"60","2760","4"
"143","617","1"
"449","1143","1"
"449","1144","1"
"449","1145","1"
"119","1785","2"
"469","527","1"
"467","590","2"
"126","1292","1"
"467","592","1"
"469","531","1"
"144","10607","3"
"414","2238","1"
"344","4406","1"
"373","3511","3"
"80","349","3"
"462","754","2"
"462","755","1"
"12","14705","1"
"12","14704","1"
"159","4898","1"
"230","7951","1"
"134","2150","1"
"449","1164","1"
"418","2120","1"
"23","5327","1"
"469","547","1"
"373","3523","1"
"428","1820","1"
"412","2316","1"
"431","1729","2"
"447","1231","1"
"469","553","1"
"2482","3686","1"
"131","155","1"
"76","493","2"
"65","4036","1"
"143","1619","5"
"14","14609","1"
"421","2048","1"
"399","2731","1"
"69","82","3"
"126","1880","1"
"159","1129","2"
"44","860","1"
"134","8323","1"
"335","3125","1"
"467","630","2"
"156","261","2"
"76","12753","1"
"76","12754","1"
"76","12755","1"
"2189","12788","1"
"408","2465","1"
"2465","4232","1"
"467","635","2"
"408","2468","1"
"467","640","1"
"430","563","1"
"312","1792","1"
"401","2689","1"
"126","630","2"
"133","846","1"
"119","2656","1"
"4360","8110","1"
"443","1364","3"
"254","1792","1"
"467","650","2"
"12","2666","1"
"144","10665","1"
"145","905","1"
"64","9744","1"
"262","905","1"
"246","7507","1"
"246","7508","1"
"140","4125","2"
"430","1803","2"
"2494","3358","1"
"399","2769","1"
"471","538","1"
"251","5343","1"
"162","10119","1"
"158","2984","1"
"312","3125","1"
"469","605","3"
"426","1939","1"
"134","7911","1"
"129","11145","1"
"444","1384","2"
"43","450","2"
"198","1872","1"
"94","7866","1"
"141","10781","1"
"141","10782","2"
"3848","14218","2"
"2","15093","1"
"469","617","3"
"180","9577","2"
"413","2354","1"
"469","620","1"
"2150","3750","1"
"85","123","3"
"462","840","1"
"4146","17708","1"
"69","2147","2"
"68","1882","1"
"418","2208","2"
"317","5339","1"
"2483","3731","1"
"335","4784","1"
"335","4785","1"
"335","4786","1"
"335","4787","1"
"449","1251","1"
"2336","8294","1"
"2483","3732","1"
"256","7240","1"
"254","3733","1"
"449","1259","1"
"467","692","1"
"399","2810","1"
"373","3612","2"
"421","2131","1"
"142","10781","1"
"142","10782","2"
"467","708","2"
"60","13325","1"
"428","1919","1"
"449","1269","1"
"60","13326","1"
"462","868","1"
"52","5578","1"
"2","1269","1"
"94","4898","1"
"60","13324","1"
"134","601","3"
"2","15134","1"
"125","5327","1"
"14609","21005","2"
"141","6642","1"
"247","522","1"
"5926","25825","1"
"140","10841","3"
"20","14583","1"
"467","691","1"
"63","372","1"
"187","498","1"
"7808","22583","1"
"98","1292","1"
"3733","25902","1"
"430","890","1"
"12","3058","1"
"428","1944","1"
"462","720","1"
"474","520","1"
"462","892","1"
"418","2258","1"
"417","2289","1"
"447","1361","1"
"349","2054","1"
"461","926","1"
"431","1860","1"
"77","1054","1"
"425","2048","1"
"455","1119","1"
"251","2494","1"
"431","1865","1"
"82","12684","1"
"467","751","1"
"426","2022","1"
"467","753","1"
"121","11480","1"
"414","2392","1"
"18","980","1"
"69","4050","1"
"8323","8781","1"
"191","1440","1"
"412","2465","2"
"247","678","1"
"467","762","2"
"129","1788","1"
"242","7739","1"
"155","1791","1"
"462","921","1"
"191","9322","1"
"80","12765","1"
"80","12766","1"
"64","860","1"
"77","7911","2"
"469","710","1"
"414","2416","1"
"267","6974","1"
"444","1488","1"
"90","12462","1"
"311","5613","1"
"408","2607","1"
"476","499","1"
"216","1421","1"
"191","9301","1"
"434","1805","1"
"325","5175","1"
"80","846","1"
"218","248","2"
"155","447","1"
"172","3146","1"
"346","4539","1"
"12765","12766","1"
"462","944","1"
"1932","10901","1"
"205","399","1"
"3750","25997","1"
"467","773","2"
"444","1508","1"
"14218","25517","2"
"464","890","1"
"147","10718","1"
"176","367","3"
"125","3146","1"
"461","987","1"
"60","1791","1"
"60","1792","1"
"60","3125","1"
"176","646","1"
"473","620","2"
"335","4898","1"
"94","125","3"
"119","5926","1"
"418","2329","1"
"253","890","1"
"418","2316","1"
"172","367","1"
"22583","22584","1"
"145","8781","1"
"147","866","1"
"267","2264","1"
"82","12753","1"
"191","9375","16"
"191","9376","4"
"82","12755","1"
"82","12754","1"
"476","544","1"
"462","979","1"
"311","5655","1"
"462","980","1"
"144","1660","2"
"225","8330","1"
"476","540","2"
"2054","4923","1"
"68","1419","2"
"421","2258","1"
"187","5327","1"
"155","6590","2"
"469","773","2"
"40","14073","1"
"469","775","1"
"451","1334","1"
"248","607","2"
"476","558","1"
"469","779","2"
"94","159","1"
"172","9982","1"
"251","519","1"
"142","6642","1"
"418","2365","1"
"1792","25280","1"
"251","3358","1"
"469","787","2"
"98","5149","1"
"216","247","2"
"6405","13382","1"
"123","491","1"
"125","430","1"
"94","172","1"
"6573","6638","1"
"69","154","1"
"364","4051","1"
"372","2264","1"
"421","2286","1"
"83","1440","1"
"421","2288","1"
"449","1421","1"
"449","1422","1"
"249","2673","1"
"414","2509","1"
"262","894","1"
"375","3720","1"
"173","9982","1"
"94","498","3"
"262","2666","1"
"254","335","1"
"94","6765","1"
"223","563","1"
"69","493","4"
"194","428","1"
"248","3750","1"
"155","10550","1"
"267","751","4"
"145","992","2"
"467","881","1"
"399","1862","1"
"1932","14218","1"
"126","870","1"
"1440","27743","1"
"2465","4484","1"
"84","979","1"
"4275","13912","1"
"123","4050","2"
"164","553","1"
"60","1880","5"
"2317","2408","1"
"261","493","1"
"476","615","1"
"294","6258","1"
"253","509","1"
"65","156","1"
"155","1792","1"
"471","775","1"
"462","1054","1"
"267","7101","1"
"469","840","1"
"232","8188","1"
"419","2392","1"
"2509","3138","1"
"345","4688","1"
"345","4689","1"
"345","4690","1"
"172","10051","2"
"125","187","1"
"172","10053","2"
"44","1145","1"
"268","4526","1"
"2120","15207","1"
"145","601","2"
"154","889","1"
"428","2126","1"
"427","2158","1"
"448","518","9"
"104","12173","1"
"405","2843","1"
"176","4272","1"
"14218","25519","1"
"80","12921","1"
"476","646","1"
"144","1348","1"
"147","262","3"
"65","2659","1"
"335","556","1"
"81","493","1"
"94","2054","1"
"145","7911","1"
"98","126","1"
"249","671","1"
"155","10607","1"
"119","6573","1"
"451","1433","2"
"346","4688","1"
"346","4690","1"
"421","2365","1"
"346","4689","1"
"2067","11625","1"
"134","8781","2"
"2445","5162","1"
"1794","25344","1"
"418","2465","3"
"53","1220","1"
"269","416","1"
"6597","7062","1"
"482","485","1"
"399","3058","1"
"368","4021","1"
"40","3750","1"
"172","646","1"
"40","14192","1"
"155","3125","1"
"69","415","1"
"44","868","1"
"247","1674","2"
"99","892","1"
"449","1519","1"
"6382","14205","1"
"418","2482","1"
"146","619","1"
"425","2267","1"
"2077","3389","1"
"94","5149","2"
"78","147","1"
"59","251","1"
"430","2117","1"
"24","14704","1"
"346","4723","1"
"24","14705","1"
"267","846","1"
"3750","25996","3"
"77","3750","2"
"144","837","1"
"431","2094","1"
"399","3086","1"
"8675","8676","1"
"8675","8677","1"
"372","846","1"
"482","518","1"
"12478","21853","1"
"129","2418","1"
"462","1141","1"
"462","1142","1"
"462","1143","1"
"346","4737","1"
"158","4898","1"
"247","430","1"
"143","451","3"
"247","553","1"
"248","1455","1"
"44","247","1"
"53","1269","1"
"51","13893","1"
"349","4656","1"
"453","1433","1"
"150","242","1"
"2","1220","1"
"25","14704","1"
"462","1158","1"
"408","2833","2"
"349","4135","1"
"444","1719","1"
"164","247","1"
"312","3733","1"
"172","563","1"
"294","6373","1"
"360","4328","1"
"8676","8677","1"
"68","6827","1"
"224","8547","1"
"224","8548","1"
"387","3495","1"
"224","8550","1"
"224","8551","1"
"224","8552","1"
"224","8553","1"
"224","8554","1"
"224","8555","1"
"224","8556","1"
"475","770","1"
"373","3929","1"
"224","8549","1"
"149","10884","1"
"133","11382","1"
"133","11383","1"
"2376","7377","1"
"133","11385","1"
"262","7384","1"
"133","11384","1"
"425","2336","2"
"464","1128","1"
"376","3854","1"
"461","1223","1"
"482","572","2"
"399","3146","2"
"418","2559","1"
"53","509","1"
"399","3150","1"
"119","1391","3"
"479","672","3"
