"MEDICAMENTOA","MEDICAMENTOB","WEIGHT"
"69","1074","1"
"41938","41939","1"
"12638","41781","1"
"3642","32636","1"
"191","494","1"
"3076","4748","1"
"942","11145","1"
"4515","4659","1"
"196","1377","1"
"520","9005","1"
"123","2085","1"
"150","191","2"
"1730","12638","1"
"2277","3172","1"
"1159","1186","1"
"162","881","1"
"1228","2289","1"
"1004","1731","1"
"2948","3031","1"
"243","3907","1"
"1179","1397","1"
"3108","9550","3"
"1184","3659","1"
"3149","8281","1"
"946","11036","1"
"376","28710","1"
"96","1880","1"
"1255","1457","1"
"205","1629","1"
"214","33736","1"
"96","9429","1"
"5200","10234","1"
"149","243","2"
"1231","2213","1"
"7125","8107","1"
"32869","42518","1"
"650","921","1"
"628","1800","1"
"191","2073","1"
"18","762","1"
"418","9845","1"
"3907","18459","1"
"810","15273","1"
"141","3373","1"
"7406","7407","1"
"291","984","1"
"99","462","1"
"981","1721","1"
"1101","6258","1"
"999","9420","1"
"1397","42520","1"
"1021","8738","1"
"7406","7415","1"
"2948","4246","1"
"5043","15134","1"
"133","1557","1"
"155","1401","1"
"40","2843","1"
"179","7589","1"
"1204","3076","1"
"1159","39873","1"
"640","4809","3"
"4748","14276","1"
"1228","2336","1"
"1204","3081","1"
"1156","4570","1"
"564","22922","1"
"935","1127","1"
"455","4983","1"
"451","1004","1"
"1203","3063","1"
"291","1745","1"
"8410","17316","1"
"1262","1292","1"
"1262","1293","1"
"195","1731","2"
"1193","3434","1"
"451","6934","2"
"268","2465","1"
"1159","39892","1"
"1231","2260","1"
"2482","29015","1"
"253","449","2"
"1255","1516","1"
"1231","2264","1"
"6199","42519","1"
"3176","7507","1"
"3176","7508","1"
"246","418","1"
"216","33731","1"
"179","9004","1"
"1205","41817","1"
"172","5211","1"
"7407","7415","1"
"235","6122","1"
"854","921","1"
"530","3907","1"
"1791","41938","1"
"6934","13048","1"
"563","621","1"
"1228","2373","1"
"191","17316","3"
"3172","3642","1"
"1143","5011","1"
"1262","1323","2"
"143","3373","1"
"1165","4329","1"
"66","176","1"
"1231","2288","1"
"2773","3733","1"
"1637","15337","1"
"15337","17316","1"
"253","984","1"
"269","3195","1"
"534","3195","1"
"196","26124","1"
"23181","39892","1"
"224","7408","1"
"6401","38636","1"
"1228","2392","1"
"657","984","1"
"149","1127","1"
"3195","32869","1"
"629","2050","1"
"979","1731","1"
"27","2773","1"
"1022","8785","1"
"1260","1408","1"
"218","2085","1"
"155","685","1"
"1046","8045","1"
"18","854","1"
"3244","5445","1"
"1248","1785","1"
"191","11976","1"
"979","10127","1"
"1263","1323","1"
"1141","5107","1"
"592","5291","1"
"1558","42493","1"
"1260","1421","1"
"937","42518","1"
"937","42519","1"
"1203","3188","1"
"217","1880","1"
"13961","34316","1"
"4748","17231","1"
"3278","4406","1"
"951","11008","1"
"218","33731","1"
"191","1159","2"
"1248","1804","1"
"2536","27413","2"
"143","23181","1"
"1004","1745","1"
"2948","41954","1"
"1231","2336","1"
"131","36437","1"
"1103","6306","1"
"98","1147","1"
"39873","39892","1"
"520","1377","1"
"312","10328","1"
"288","451","1"
"1159","42382","1"
"1116","5910","1"
"418","984","1"
"1637","42577","1"
"2476","9189","1"
"25","1785","1"
"592","6934","1"
"196","7408","1"
"1731","13048","1"
"365","519","1"
"2451","6199","1"
"147","35959","1"
"147","35960","1"
"191","1186","1"
"1249","1800","1"
"1112","6048","2"
"143","7408","1"
"191","18670","1"
"1114","3063","1"
"520","9004","1"
"255","1992","1"
"196","520","1"
"1248","1839","1"
"191","2476","2"
"86","2883","1"
"1397","32869","1"
"1847","8907","1"
"7168","14932","1"
"7168","14933","1"
"539","1880","1"
"1121","5784","1"
"1165","4421","1"
"1337","39873","1"
"1231","2377","1"
"18","921","1"
"1250","1790","1"
"1128","5572","1"
"1249","1823","1"
"1245","1945","1"
"13","40140","1"
"520","7589","1"
"1112","3373","1"
"421","13131","1"
"520","1637","1"
"842","14447","3"
"1159","2476","2"
"14276","36847","1"
"3172","7756","1"
"200","1713","1"
"2027","3913","1"
"7396","7887","1"
"773","16593","1"
"246","291","1"
"216","8211","1"
"3134","8941","1"
"191","26124","1"
"1179","42520","1"
"118","2974","1"
"725","18088","1"
"3149","8481","2"
"3149","8482","1"
"423","27452","1"
"1218","2808","2"
"143","26124","1"
"269","14275","2"
"1179","1320","1"
"1141","5200","1"
"1129","5572","1"
"962","10750","1"
"2073","17316","1"
"39873","40243","1"
"937","10539","1"
"191","9005","1"
"191","23181","1"
"1114","3195","1"
"224","4475","1"
"881","2974","1"
"1141","5211","1"
"129","36584","1"
"1251","1803","1"
"1213","2979","3"
"762","854","1"
"2109","32869","1"
"592","708","1"
"7345","9502","1"
"1231","2428","1"
"294","31476","1"
"1007","9375","16"
"1007","9376","4"
"469","1745","2"
"1262","1467","1"
"1179","2451","1"
"179","1637","1"
"3037","3076","1"
"777","3471","2"
"974","10406","1"
"502","25039","1"
"1558","42440","1"
"27","145","1"
"162","337","1"
"1179","3195","1"
"1263","1453","1"
"3263","4990","1"
"534","2109","1"
"140","3373","1"
"200","10539","1"
"39873","42351","1"
"32869","42519","1"
"191","762","1"
"1377","42348","1"
"6361","8907","1"
"143","6048","1"
"3733","41938","1"
"962","10796","1"
"94","4809","1"
"692","1213","1"
"195","13048","2"
"40","2254","1"
"534","10539","1"
"491","650","1"
"155","1367","1"
"2476","17316","2"
"6765","8410","1"
"3195","42520","1"
"191","255","1"
"98","191","1"
"3063","36847","1"
"191","1558","3"
"39893","42348","1"
"193","721","1"
"405","1745","1"
"162","2974","1"
"6199","42520","1"
"416","27742","1"
"416","27743","1"
"3313","3473","2"
"3076","3195","1"
"10586","19653","1"
"1114","1159","1"
"2254","19653","1"
"763","5211","1"
"253","418","1"
"31","346","1"
"268","26124","1"
"200","21246","1"
"1255","1745","1"
"1091","6830","1"
"847","865","1"
"40","39410","1"
"3145","8695","1"
"745","2509","1"
"12","40284","1"
"295","17316","1"
"2188","14276","4"
"1186","1337","1"
"5316","6936","1"
"141","36290","1"
"141","36291","1"
"86","37997","1"
"40","643","1"
"98","37624","1"
"191","8410","1"
"905","2027","1"
"1159","39894","1"
"268","23181","1"
"18","491","1"
"246","405","1"
"10636","38636","1"
"1104","6449","1"
"1179","2109","1"
"366","9429","1"
"1269","1337","1"
"869","13738","1"
"419","7589","1"
"145","2773","1"
"4475","26124","1"
"987","3063","1"
"94","640","3"
"1152","4971","1"
"291","787","1"
"242","1557","1"
"195","1745","2"
"14275","42549","1"
"987","3188","1"
"566","777","2"
"6765","15337","1"
"1713","21246","1"
"5094","13850","1"
"196","7589","1"
"195","979","2"
"881","7279","1"
"5343","6135","1"
"288","13048","1"
"143","3112","1"
"239","650","1"
"243","1792","1"
"11413","14578","1"
"11413","14579","1"
"11413","14580","1"
"11413","14581","1"
"1180","4125","1"
"1227","2666","1"
"14","9148","1"
"1264","1524","1"
"563","1101","1"
"1159","42351","1"
"1213","3102","1"
"248","33024","1"
"2109","3195","1"
"981","10303","1"
"419","9005","1"
"1127","5779","4"
"3037","3195","1"
"1046","8292","1"
"195","1004","2"
"191","9148","2"
"629","921","1"
"238","2468","1"
"85","2843","1"
"451","13048","1"
"179","196","1"
"534","21246","1"
"1114","2188","1"
"1259","1699","1"
"747","5169","1"
"1062","7808","2"
"337","881","1"
"6833","25517","2"
"6833","25518","1"
"6833","25519","1"
"1247","2077","1"
"2451","21246","1"
"129","2022","4"
"1267","1455","1"
"195","5291","2"
"145","1792","1"
"246","984","1"
"779","16593","1"
"1218","2985","1"
"68","38636","1"
"1194","3731","1"
"1138","5468","1"
"1093","6863","1"
"1194","3733","1"
"268","4475","1"
"200","1397","1"
"494","1127","1"
"2520","19653","1"
"1260","1693","1"
"372","29221","1"
"758","17256","1"
"2732","4209","1"
"937","3195","1"
"2109","6199","1"
"191","5677","1"
"269","14276","1"
"191","387","1"
"3125","9423","1"
"2109","10539","1"
"1169","4525","1"
"1270","1395","1"
"1270","1396","1"
"566","643","1"
"8699","33243","1"
"104","144","1"
"1274","1276","1"
"937","1713","1"
"262","519","1"
"418","787","1"
"253","291","1"
"25","1497","1"
"629","21277","1"
"191","4475","1"
"10539","21246","1"
"650","20629","1"
"494","935","1"
"479","956","1"
"469","592","2"
"288","979","1"
"685","3259","1"
"785","2254","1"
"777","16699","1"
"1213","1699","1"
"2254","2520","1"
"1152","5077","1"
"1182","4148","1"
"1127","5854","4"
"1231","2631","1"
"84","15823","1"
"288","1731","1"
"842","14693","1"
"2419","2423","1"
"2109","2451","1"
"40","777","2"
"149","935","1"
"405","984","1"
"372","2473","1"
"2254","10586","1"
"364","2258","1"
"11851","42549","1"
"646","20779","1"
"10586","30309","1"
"937","1320","1"
"1154","5034","1"
"2847","18088","1"
"1231","2649","1"
"239","762","1"
"449","787","1"
"511","24972","1"
"291","418","1"
"98","921","1"
"39894","42383","1"
"1713","42519","1"
"5082","14348","1"
"154","36045","1"
"1261","1729","1"
"710","5931","1"
"753","2254","1"
"3164","8275","1"
"1225","2849","1"
"1114","36847","1"
"1337","42549","2"
"52","155","1"
"269","1114","2"
"1272","1397","1"
"5327","6765","1"
"142","6048","1"
"1240","2392","1"
"762","921","1"
"1228","2766","1"
"191","984","1"
"415","710","1"
"956","2423","1"
"288","6934","1"
"1141","5468","1"
"200","6199","1"
"3039","12140","1"
"753","3471","1"
"5366","5569","1"
"753","1030","1"
"534","1713","1"
"1618","37888","1"
"1141","5476","1"
"39","4659","1"
"32869","42520","1"
"144","36386","1"
"1262","1729","1"
"191","1520","1"
"125","1467","1"
"216","1262","1"
"657","787","1"
"521","1269","1"
"25","2132","1"
"200","3283","1"
"23181","26124","1"
"1792","18459","1"
"191","224","1"
"3907","13961","1"
"1269","1524","1"
"522","6916","1"
"218","1467","1"
"196","1637","1"
"7377","8788","1"
"3063","3195","1"
"27","129","1"
"1096","6894","4"
"143","36437","1"
"1337","42383","1"
"1186","42382","1"
"85","3259","1"
"1231","2714","1"
"1029","8977","1"
"2188","14275","1"
"25","763","1"
"2188","3076","3"
"703","4209","1"
"75","13131","1"
"1263","1729","1"
"3063","42549","1"
"592","1004","1"
"3195","4748","1"
"937","2109","1"
"430","2132","1"
"7589","42348","1"
"179","9005","1"
"854","14416","1"
"149","494","1"
"1159","2188","1"
"1320","32869","1"
"10750","35324","1"
"10750","35325","1"
"399","28527","2"
"399","28528","1"
"399","28529","1"
"979","10550","1"
"1255","1992","1"
"1097","6894","1"
"10750","35326","1"
"312","31231","1"
"1637","26532","1"
"956","11263","1"
"763","1853","1"
"80","2649","1"
"1320","42519","1"
"979","10560","1"
"1104","6686","1"
"76","1699","1"
"829","15213","1"
"2130","5966","2"
"191","11340","1"
"1208","3467","1"
"337","2974","1"
"692","1699","1"
"191","17231","1"
"643","685","1"
"948","11532","1"
"1231","2760","2"
"2476","15337","1"
"1225","2948","1"
"81","1557","1"
"1637","42348","1"
"558","23628","1"
"534","937","1"
"23","4169","1"
"155","19653","1"
"1196","3854","1"
"8410","15337","1"
"196","4475","1"
"143","9005","1"
"692","1337","1"
"6","563","1"
"763","17283","1"
"3259","4169","1"
"1269","1599","1"
"378","29221","1"
"566","19653","1"
"994","10127","1"
"9351","13205","1"
"2073","11340","1"
"123","37125","1"
"25","267","1"
"2843","3471","1"
"3118","9819","1"
"8410","42382","1"
"3245","5890","1"
"8410","42383","1"
"2476","8410","1"
"1231","2791","1"
"20","430","1"
"685","19653","1"
"563","1557","1"
"979","10607","1"
"937","1179","1"
"196","9004","1"
"25","2509","1"
"685","2520","1"
"80","38481","1"
"935","11976","1"
"1713","42518","1"
"5267","8759","1"
"5267","8760","1"
"5267","8761","2"
"1029","9068","1"
"469","1004","2"
"2188","36847","1"
"1220","3150","2"
"1231","2810","1"
"218","34214","1"
"242","33471","1"
"242","33472","1"
"838","1467","1"
"269","26532","2"
"1114","2072","1"
"1141","5607","1"
"650","19653","1"
"5317","7225","3"
"5317","7226","2"
"868","14073","1"
"1096","7007","1"
"23","85","1"
"40","685","1"
"140","4261","1"
"1269","1648","1"
"1091","7166","1"
"2109","21246","1"
"787","16593","1"
"191","10539","1"
"165","1424","1"
"430","1785","1"
"191","3195","4"
"1278","1377","1"
"1135","5811","1"
"5081","14558","1"
"1278","1380","1"
"1250","2249","1"
"387","2438","1"
"142","1619","1"
"40","30309","1"
"2073","6765","1"
"1248","2316","1"
"1030","2520","1"
"125","8211","1"
"1022","9325","1"
"602","2843","1"
"1251","2228","1"
"1179","32869","1"
"643","777","2"
"2132","5211","1"
"905","3913","1"
"1186","39894","1"
"2132","2509","1"
"418","563","1"
"2949","15134","1"
"2130","4478","1"
"23","685","1"
"787","1745","1"
"200","3195","1"
"566","685","1"
"414","459","1"
"583","1006","2"
"787","16628","1"
"77","38639","1"
"1263","1874","1"
"1263","1875","1"
"2085","41930","1"
"191","1179","1"
"8410","11340","1"
"763","1803","1"
"23","30309","1"
"26","3913","1"
"643","1401","1"
"52","643","1"
"1179","1713","1"
"418","1745","2"
"143","4475","1"
"981","10629","1"
"3195","42440","1"
"1246","2416","1"
"956","8086","1"
"3259","3471","1"
"940","3259","1"
"502","9374","1"
"1101","6916","1"
"142","4261","1"
"1263","1896","1"
"1018","9492","1"
"1018","9493","1"
"1018","9494","1"
"1018","9495","1"
"53","39410","1"
"956","11419","3"
"239","494","1"
"1241","2580","1"
"123","1467","1"
"1264","1875","1"
"125","3774","1"
"430","1853","1"
"799","16293","1"
"1007","9845","1"
"7140","16317","1"
"172","1803","1"
"7408","39892","1"
"200","937","1"
"1006","5966","2"
"224","26124","1"
"3079","11157","1"
"643","19653","1"
"51","710","1"
"5267","8868","2"
"502","759","1"
"1278","1457","1"
"20","5211","1"
"104","178","1"
"224","34134","1"
"3037","42493","1"
"2948","15228","4"
"763","1497","1"
"602","2520","1"
"3174","8225","3"
"2451","10539","1"
"21246","32869","1"
"85","3471","1"
"418","1101","1"
"2254","30309","1"
"449","1745","1"
"1255","2185","1"
"2","559","1"
"502","777","2"
"145","1618","1"
"191","193","2"
"255","14275","1"
"1259","2067","1"
"1096","7121","1"
"864","14314","1"
"13","510","1"
"269","11851","1"
"269","1637","2"
"566","1401","1"
"430","745","1"
"975","1699","1"
"155","4169","1"
"2073","2476","1"
"191","14276","3"
"25","430","1"
"1158","5211","1"
"2073","42382","1"
"2073","42383","1"
"2048","2974","1"
"491","2887","1"
"753","17771","1"
"20","25","1"
"987","1203","1"
"6199","21246","1"
"1262","1996","1"
"1164","5034","2"
"3195","42519","1"
"430","763","1"
"1320","42518","1"
"14275","36847","1"
"1225","3149","1"
"149","191","3"
"149","11976","1"
"558","1674","1"
"349","30309","1"
"1205","3774","1"
"4475","23181","1"
"2843","4169","1"
"28","11103","1"
"2872","17637","1"
"1278","1516","1"
"962","11312","1"
"3263","5519","1"
"777","940","2"
"4169","10586","1"
"479","2419","1"
"349","1401","1"
"268","7408","1"
"1029","9243","1"
"367","1800","1"
"40","1401","1"
"1159","42549","1"
"40","566","1"
"81","133","1"
"692","975","1"
"251","728","1"
"12","40778","1"
"12","40779","1"
"52","759","1"
"566","602","1"
"566","1030","1"
"269","2188","1"
"2280","14691","1"
"685","4169","1"
"2473","5278","1"
"502","621","1"
"98","1266","1"
"40","2520","1"
"430","1497","1"
"1143","5730","1"
"685","1401","1"
"602","19653","1"
"1250","2416","1"
"4475","7408","1"
"519","9148","1"
"6252","35837","2"
"1159","36847","1"
"534","1397","1"
"785","3471","1"
"218","1262","1"
"23","1401","1"
"106","4478","1"
"11340","17316","1"
"3076","42440","1"
"703","2732","1"
"1030","3471","1"
"685","1030","1"
"360","5931","1"
"51","5931","1"
"191","2109","1"
"1146","5658","1"
"1280","1504","1"
"20","1785","1"
"40","4169","1"
"502","3471","1"
"4475","9005","1"
"650","940","1"
"1918","9043","2"
"196","23181","1"
"129","4809","2"
"1144","5730","1"
"191","21246","1"
"149","262","1"
"1246","43131","1"
"650","2520","1"
"1397","42518","1"
"1397","42519","1"
"85","2520","1"
"6252","10328","4"
"829","4478","2"
"36847","42549","1"
"2476","6765","1"
"243","262","1"
"405","449","1"
"5375","5655","1"
"1103","7015","1"
"650","759","1"
"196","419","1"
"1263","2059","1"
"1996","5813","1"
"143","196","1"
"753","1401","1"
"3112","42920","1"
"602","2254","1"
"23","602","1"
"18","191","2"
"1263","2067","1"
"522","25039","1"
"156","36386","1"
"502","685","1"
"785","4169","1"
"444","1126","1"
"191","1114","1"
"144","178","1"
"777","10586","2"
"1006","4478","1"
"520","800","1"
"14","40797","1"
"2","25417","1"
"4888","20777","1"
"785","16371","2"
"141","1619","1"
"123","838","1"
"753","2843","1"
"1228","3170","1"
"191","1127","1"
"829","1006","2"
"378","29523","1"
"378","29524","1"
"106","829","2"
"583","5966","4"
"421","9858","1"
"241","3394","1"
"785","981","1"
"191","1397","1"
"745","763","1"
"528","24882","1"
"1183","4578","1"
"172","2509","1"
"1137","6006","1"
"268","1320","2"
"191","2438","1"
"829","5966","4"
"85","4169","1"
"559","2401","1"
"23","643","1"
"635","21575","1"
"1141","5890","1"
"635","21576","1"
"5278","42878","1"
"940","2254","1"
"745","18170","1"
"745","18171","1"
"3257","5835","1"
"1116","6672","1"
"3063","11851","1"
"191","19949","1"
"479","8086","1"
"583","4478","2"
"360","710","1"
"262","33152","1"
"5114","13813","1"
"349","2254","1"
"7396","8606","1"
"1264","2094","1"
"677","12542","1"
"196","224","1"
"534","6199","1"
"921","5105","2"
"685","2843","1"
"2520","4169","1"
"267","2132","1"
"2601","26191","1"
"269","2072","1"
"224","4209","2"
"147","36732","1"
"1036","9174","1"
"3471","30309","1"
"602","685","1"
"85","155","1"
"1030","3259","1"
"1248","2607","1"
"40","3471","1"
"777","4169","2"
"125","838","1"
"662","20777","1"
"1213","3697","2"
"288","1745","1"
"502","2520","1"
"421","7951","1"
"26532","42577","1"
"2520","2843","1"
"502","14116","1"
"753","759","1"
"753","3259","1"
"4528","11103","1"
"980","10930","1"
"1280","1630","1"
"1024","9568","1"
"1024","9569","1"
"1024","9570","1"
"191","1203","1"
"216","1467","1"
"1006","2130","1"
"583","2130","2"
"650","2254","1"
"502","19653","1"
"1112","6849","1"
"172","745","1"
"349","4169","1"
"1030","2254","1"
"191","1213","1"
"685","785","1"
"255","269","1"
"8475","40747","1"
"85","30309","1"
"1090","7540","3"
"421","4409","1"
"809","16253","1"
"753","785","1"
"759","785","1"
"566","10586","1"
"26","2027","1"
"643","3259","1"
"23","155","1"
"40","759","1"
"1320","42520","1"
"372","5278","1"
"3195","42493","1"
"1143","5910","1"
"1183","4671","1"
"1292","1293","1"
"1713","32869","1"
"1186","4578","1"
"617","5931","1"
"534","1575","4"
"349","19653","1"
"502","1699","2"
"262","33230","1"
"155","502","1"
"43157","43158","1"
"20","2509","1"
"4169","30309","1"
"52","685","1"
"785","1623","1"
"25","1803","1"
"262","9148","1"
"76","502","2"
"479","2423","1"
"1278","1745","1"
"2732","9805","1"
"52","19653","1"
"10328","35837","2"
"1992","14275","1"
"9176","19056","1"
"1292","1316","1"
"85","785","1"
"534","2451","1"
"9150","19866","1"
"23","3259","1"
"1144","5910","1"
"1292","1323","2"
"269","1159","1"
"216","2803","1"
"267","2473","1"
"940","10586","1"
"1046","8954","1"
"2948","3283","1"
"150","36732","1"
"284","32579","1"
"284","32580","1"
"785","940","1"
"139","6449","1"
"566","2520","1"
"1293","1305","1"
"1071","8188","1"
"1259","2361","1"
"7406","8410","1"
"1104","7168","1"
"11851","36847","1"
"854","14920","1"
"1245","2800","1"
"40","19653","1"
"643","10586","1"
"1263","2235","1"
"9177","19056","1"
"1293","1316","1"
"23","785","1"
"312","605","1"
"224","268","1"
"1269","2065","1"
"1112","6932","1"
"1293","1323","2"
"777","1030","2"
"143","3822","1"
"1974","7801","1"
"2419","8086","1"
"262","1663","1"
"1713","42520","1"
"1721","43158","1"
"405","418","1"
"136","343","2"
"566","4169","1"
"485","16371","2"
"139","20273","1"
"777","1401","2"
"106","1006","1"
"1006","43131","1"
"1272","1990","1"
"52","1030","1"
"85","10586","1"
"52","753","1"
"27","119","1"
"123","8211","1"
"191","262","2"
"155","3471","1"
"2238","9858","1"
"262","413","1"
"2843","3259","1"
"1183","4760","1"
"1152","5721","1"
"3118","10312","1"
"838","1262","1"
"1121","6686","1"
"1186","4671","1"
"2843","10586","1"
"1143","6004","1"
"60","23471","1"
"1263","2289","1"
"1030","2843","1"
"239","365","1"
"200","1575","2"
"2","4528","1"
"90","6017","1"
"415","617","1"
"759","2520","1"
"6252","24146","2"
"650","1401","1"
"2849","18669","1"
"4267","40248","1"
"52","502","1"
"785","3259","1"
"349","502","1"
"20","1497","1"
"519","3633","1"
"268","511","1"
"1266","2214","1"
"16371","43370","1"
"1294","1348","1"
"243","519","1"
"216","838","1"
"1294","1351","2"
"643","1030","1"
"1294","1353","2"
"703","9805","1"
"502","2254","1"
"23","2254","1"
"6199","32869","1"
"40","10586","1"
"4169","19653","1"
"896","13698","1"
"1228","3407","2"
"1293","1393","2"
"476","14160","1"
"150","243","1"
"1249","2760","1"
"143","191","1"
"650","1030","1"
"1180","3774","1"
"615","22418","1"
"615","22419","1"
"615","22420","1"
"1194","4472","1"
"218","538","2"
"6449","23471","1"
"1263","2336","1"
"1193","4506","1"
"566","940","1"
"6017","11103","1"
"643","4169","1"
"2520","3259","1"
"349","1030","1"
"759","10586","1"
"149","9148","1"
"520","2158","1"
"60","2238","1"
"1248","2812","1"
"1179","4952","1"
"224","9805","2"
"485","2597","1"
"85","643","1"
"349","10586","1"
"2520","10586","1"
"621","1141","1"
"761","7477","1"
"745","5211","1"
"1145","6015","1"
"85","650","1"
"52","30309","1"
"753","18170","1"
"753","18171","1"
"981","11103","1"
"270","33146","1"
"191","14275","1"
"27","16371","1"
"556","24283","1"
"566","3471","1"
"650","2843","1"
"1096","7546","1"
"2","2401","1"
"829","2130","2"
"777","785","2"
"1263","2373","1"
"1186","4760","1"
"64","11103","2"
"2597","2687","1"
"191","364","1"
"6676","15073","1"
"191","7408","1"
"2188","3195","4"
"218","8211","1"
"1294","1421","2"
"1228","3467","1"
"2401","5147","1"
"1264","2354","1"
"1179","4990","1"
"753","4169","1"
"52","2254","1"
"777","3259","2"
"3223","7166","1"
"1259","2514","1"
"948","12157","1"
"85","685","1"
"10539","42518","1"
"10539","42519","1"
"1259","2520","1"
"10539","42520","1"
"20","745","1"
"602","4169","1"
"745","4928","1"
"1239","3145","1"
"753","10586","1"
"1101","7425","1"
"143","268","1"
"559","4528","1"
"52","4169","1"
"29","2158","1"
"785","2520","1"
"179","1822","1"
"643","2520","1"
"2868","18192","1"
"940","4169","1"
"520","25446","2"
"940","1401","1"
"502","1030","1"
"418","12140","1"
"602","753","1"
"4409","9858","1"
"2944","7588","1"
"349","3259","1"
"5278","9028","1"
"443","1736","1"
"2451","31131","1"
"224","703","2"
"144","9148","1"
"643","940","1"
"139","143","1"
"459","2599","1"
"52","349","1"
"52","2843","1"
"64","5147","2"
"1213","3982","2"
"1208","42878","1"
"1278","1969","1"
"31","2401","1"
"1179","5040","1"
"3240","6686","1"
"1293","1508","1"
"725","19117","1"
"92","7865","9"
"1220","3774","2"
"5368","6258","1"
"1220","3776","2"
"1182","4955","1"
"1283","1825","1"
"143","23471","1"
"754","18226","2"
"9492","9493","1"
"9492","9494","1"
"9492","9495","1"
"1165","5486","1"
"3225","7166","1"
"1220","3785","1"
"589","23338","1"
"2189","3774","1"
"650","753","1"
"1278","1992","1"
"6199","10539","1"
"1246","2986","1"
"155","1030","1"
"26","905","1"
"85","1030","1"
"3195","42518","1"
"119","800","1"
"1269","2258","1"
"502","5147","2"
"85","759","1"
"1180","3150","1"
"602","3259","1"
"90","11103","1"
"1251","2843","1"
"728","19056","1"
"2401","4528","1"
"2797","20456","1"
"349","2843","1"
"1623","43157","1"
"502","643","1"
"399","1296","1"
"1253","2789","1"
"9493","9494","1"
"9493","9495","1"
"2659","24742","1"
"3226","7166","1"
"106","5966","2"
"2188","11851","1"
"349","685","1"
"1248","2952","1"
"9152","20073","1"
"5147","6017","1"
"840","3822","1"
"840","2238","1"
"129","2401","1"
"4267","40441","1"
"3195","42549","1"
"1320","31284","1"
"1145","6154","1"
"3063","3188","1"
"602","10586","1"
"23","753","1"
"1005","10498","2"
"912","13382","1"
"785","1030","1"
"749","18437","1"
"243","9148","1"
"23","759","1"
"785","1393","1"
"123","1262","1"
"11375","16716","1"
"1263","2509","1"
"2","1131","1"
"1030","4169","1"
"9494","9495","1"
"1278","2048","1"
"785","1401","1"
"3278","5586","1"
"155","30309","1"
"64","346","2"
"3343","3568","1"
"325","721","1"
"145","2198","1"
"759","940","1"
"100","349","1"
"3195","36847","1"
"479","26828","1"
"1337","36847","2"
"99","38610","2"
"99","38611","2"
"99","38612","1"
"899","13813","1"
"99","38613","2"
"1006","10498","4"
"23","502","1"
"129","559","1"
"216","538","2"
"30","2808","1"
"1263","2536","1"
"643","2254","1"
"685","10586","1"
"511","1320","1"
"2238","20273","1"
"76","5147","1"
"685","759","1"
"262","421","1"
"759","777","2"
"643","650","1"
"14","3039","1"
"14324","42878","1"
"420","11103","2"
"502","940","1"
"3172","8907","1"
"85","566","1"
"99","38636","4"
"2520","3471","1"
"349","753","1"
"119","3039","1"
"0","4581","2"
"566","2843","1"
"569","24072","1"
"419","520","1"
"785","2843","1"
"759","2254","1"
"787","17318","1"
"787","17319","1"
"502","1179","2"
"4235","9120","1"
"346","6017","1"
"60","6449","1"
"125","990","1"
"921","42392","2"
"149","519","1"
"502","10586","1"
"621","6364","1"
"685","3471","1"
"52","3259","1"
"763","1785","1"
"6449","20273","1"
"1699","16371","1"
"952","12219","1"
"952","12220","1"
"5147","11103","1"
"1103","7538","1"
"566","753","1"
"1250","2986","1"
"2509","29494","1"
"2401","3923","2"
"2509","29493","1"
"85","602","1"
"777","2254","2"
"511","2465","1"
"1231","3582","1"
"1263","2591","1"
"40","602","1"
"129","346","1"
"420","1699","2"
"1225","3773","1"
"1269","2409","1"
"1141","6364","1"
"346","5147","1"
"520","25622","1"
"14276","42549","1"
"254","469","1"
"559","3923","2"
"1267","2479","1"
"3822","23471","1"
"753","18415","1"
"753","18416","1"
"1231","3599","1"
"125","37886","1"
"1266","2515","1"
"20","1803","1"
"3118","10636","1"
"279","33116","1"
"279","33117","1"
"566","785","1"
"4920","20320","1"
"4920","20321","1"
"155","650","1"
"563","24318","1"
"759","2843","1"
"468","469","4"
"258","1391","1"
"155","2254","1"
"878","14558","1"
"3343","3680","1"
"155","2520","1"
"1074","8485","1"
"349","2520","1"
"1131","6017","1"
"23","2843","1"
"1294","1669","1"
"921","42723","1"
"143","224","1"
"3923","43370","2"
"372","14324","1"
"1292","1736","1"
"14","41355","1"
"1292","1738","1"
"77","39404","1"
"139","2238","1"
"27930","27931","1"
"5077","15479","1"
"27930","27932","1"
"1623","43158","1"
"119","5468","1"
"940","1030","1"
"708","19851","1"
"343","24146","1"
"1305","1346","1"
"745","1129","1"
"1278","2185","1"
"6017","43370","1"
"602","777","2"
"82","761","1"
"52","2520","1"
"777","2843","2"
"785","1721","1"
"2158","5468","1"
"186","36045","1"
"1293","1729","1"
"602","785","1"
"628","2045","1"
"502","602","1"
"421","3565","1"
"23","349","1"
"51","616","1"
"106","583","2"
"420","5147","2"
"818","3743","1"
"261","33731","1"
"2","1006","1"
"785","10586","1"
"27931","27932","1"
"502","3259","1"
"224","9005","1"
"420","6017","2"
"1008","1935","1"
"534","1405","6"
"3164","9283","1"
"21180","40612","1"
"23","650","1"
"602","3471","1"
"52","602","1"
"800","2158","1"
"650","981","1"
"10848","33230","1"
"2847","19117","1"
"28","502","2"
"502","2843","1"
"94","3150","1"
"1294","1729","1"
"52","10586","1"
"1165","5730","1"
